ID	CHROM	POS	#hg19
exm2274294	8	11667238
exm2274322	8	107718845
exm2274325	8	121061823
exm2274392	10	8006547
exm2274397	10	30315041
exm2274454	11	4409718
exm2274471	11	44105284
exm2274488	11	60183349
exm2274504	11	66055107
exm2274508	11	67134974
exm227451	2	131128517
exm2274511	11	70279314
exm2274541	11	124179980
exm2274561	12	9316788
exm2274574	12	27832498
exm2274576	12	28459684
exm2274579	12	40258580
exm2274581	12	42745717
exm2274588	12	49890694
exm2274618	12	76740353
exm2274710	14	77735593
exm2274734	15	31294996
exm2274748	15	45668808
exm2274773	15	75632184
exm2274791	15	102389423
exm2274831	16	30017927
exm2274846	16	67233618
exm2274868	16	85697098
exm2274899	17	7722595
exm2274925	17	34072174
exm2274954	17	46620462
exm2274975	17	64880659
exm2275025	19	5711907
exm2275046	19	15164559
exm2275067	19	39362441
exm2275141	20	30064423
exm2275146	20	34022260
exm2275149	20	39992409
exm2275150	20	40710573
exm2275159	20	55967824
exm2275173	21	43161813
exm2275187	22	25158439
exm2275193	22	35813772
exm2275251	17	58235051
exm2275301	13	42185868
exm2275317	21	42729035
exm2275340	11	17317668
exm2275344	12	1017956
exm2275373	5	154346263
exm2275463	1	94054835
exm2275494	1	155006141
exm2275536	1	204399144
exm2275554	1	242042454
exm2275588	2	55408785
exm2275591	2	71839801
exm2275592	2	74166070
exm2275617	2	179325735
exm2275668	3	49169827
exm2275696	3	126723761
exm2275742	4	52942985
exm2275753	4	74442186
exm2275774	4	151509208
exm22758	1	17296315
exm2275801	5	79034681
exm2275807	5	94834116
exm2275830	5	150227736
exm2275840	5	176317699
exm2275888	6	43111200
exm2275944	7	51096640
exm2275945	7	66773926
exm227595	2	131487166
exm2275966	7	102769138
exm2275968	7	105739674
exm2275993	8	2033432
exm2276008	8	25178523
exm2276029	8	124117598
exm2276034	8	144652176
exm2276069	9	130551615
exm2276075	9	131079470
exm2276104	10	50819912
exm2276107	10	70045114
exm2276120	10	98173003
exm2276198	11	74716590
exm2276199	11	77412179
exm2276209	11	108380449
exm2276284	13	23907724
exm2276297	13	53035478
exm2276305	13	110960420
exm2276325	14	57960214
exm2276372	15	41797054
exm2276377	15	44949329
exm2276398	15	85447435
exm2276413	16	2036002
exm2276428	16	8735000
exm2276429	16	11773325
exm2276435	16	24802367
exm2276442	16	48122530
exm2276450	16	67203684
exm2276511	17	39671917
exm2276526	17	56349128
exm2276622	19	18546125
exm2276631	19	36330456
exm227666	2	131520045
exm2276694	20	5282730
exm2276713	20	33337702
exm2276715	20	35632140
exm2276745	21	47851776
exm2276785	3	15609509
exm2276862	4	79833182
exm2276876	10	23287132
exm2276925	10	38343614
exm2276943	14	35593066
exm2276969	10	135077251
exm2276973	10	73563074
exm2276977	11	1017623
exm2277072	14	73563652
exm2277091	16	2815310
exm2277094	16	31142255
exm2277103	16	726120
exm2277107	16	84203811
exm2277127	17	68128587
exm2277128	17	6981402
exm227714	2	131520945
exm2277230	2	242572986
exm2277232	2	27800169
exm2277260	3	48697322
exm2277264	3	5249916
exm2277303	6	128134186
exm2277363	8	145692713
exm2277369	8	59728262
exm2277382	9	27185594
exm2277386	9	35548485
exm2277402	X	119243176
exm2277416	X	152158891
exm2277425	X	2951091
exm227845	2	131785629
exm228458	2	132290957
exm22847	1	17312596
exm228769	2	133486408
exm228796	2	133538668
exm228808	2	133539637
exm228811	2	133539726
exm228926	2	133542171
exm228946	2	133542585
exm22899	1	17314656
exm229283	2	135722480
exm22932	1	17316771
exm229337	2	135744019
exm229354	2	135744416
exm229422	2	135756506
exm229458	2	135848601
exm229502	2	135890496
exm229518	2	135893260
exm229577	2	135965204
exm229606	2	135988127
exm229650	2	136103161
exm229715	2	136396516
exm229835	2	136519456
exm229905	2	136555651
exm229947	2	136564701
exm230448	2	138320880
exm230492	2	138413146
exm230690	2	141055451
exm230758	2	141122239
exm230765	2	141128758
exm231017	2	141526814
exm231032	2	141533769
exm231115	2	141707812
exm231196	2	141806707
exm231509	2	145155899
exm231587	2	145187363
exm231594	2	145274908
exm231608	2	148657112
exm231665	2	148730367
exm231672	2	148733505
exm231993	2	150071216
exm232144	2	152112161
exm232228	2	152226541
exm232442	2	152319943
exm232502	2	152321090
exm232550	2	152322095
exm232595	2	152331418
exm232725	2	152376214
exm232732	2	152381033
exm232737	2	152382525
exm232753	2	152385774
exm232779	2	152394695
exm232900	2	152420120
exm2330	1	1231245
exm233034	2	152473911
exm233097	2	152484302
exm233396	2	152537279
exm233496	2	152580815
exm233593	2	152955482
exm233695	2	153415294
exm233756	2	153483135
exm233961	2	154996884
exm234206	2	157427763
exm234240	2	158115129
exm234259	2	158115693
exm234302	2	158156151
exm23438	1	17588689
exm234474	2	158412788
exm234530	2	158637039
exm234537	2	158655962
exm234546	2	158958580
exm234900	2	159672287
exm235158	2	160086299
exm235373	2	160239116
exm235608	2	160605272
exm235649	2	160661610
exm235805	2	160729010
exm235928	2	160801430
exm236355	2	162080435
exm236392	2	162091931
exm236561	2	162830765
exm236575	2	162849809
exm236608	2	162873646
exm236832	2	163124024
exm236925	2	163136505
exm237067	2	163241287
exm237184	2	164466811
exm237287	2	165365278
exm237321	2	165404265
exm237325	2	165476253
exm23733	1	17708460
exm237356	2	165550904
exm237520	2	165768148
exm237838	2	166221738
exm23804	1	17727811
exm238074	2	166732698
exm238232	2	166797556
exm238235	2	166797582
exm238290	2	166848003
exm238355	2	166872146
exm238447	2	166905424
exm238490	2	167055962
exm238600	2	167137018
exm238644	2	167144984
exm238709	2	167262353
exm238786	2	167288943
exm238791	2	167289012
exm238813	2	167300015
exm238832	2	167304142
exm238868	2	167330788
exm238925	2	168096408
exm238958	2	168099775
exm238960	2	168099787
exm238975	2	168100187
exm23899	1	17914110
exm239040	2	168101621
exm239126	2	168104183
exm239205	2	168106144
exm239238	2	168107009
exm239254	2	168107353
exm239355	2	168115738
exm239406	2	168726447
exm239421	2	168873571
exm239488	2	169404120
exm239545	2	169688021
exm239577	2	169713267
exm23958	1	17949509
exm239672	2	169764176
exm239792	2	169826590
exm239909	2	169952053
exm239928	2	169985220
exm24001	1	17961432
exm240179	2	170059298
exm240189	2	170060512
exm240241	2	170063372
exm240271	2	170068502
exm240302	2	170072852
exm240454	2	170113670
exm240770	2	170402937
exm240788	2	170411698
exm240898	2	170493103
exm240920	2	170493677
exm240947	2	170505700
exm240950	2	170505754
exm240992	2	170557656
exm241066	2	170606024
exm241107	2	170665400
exm241439	2	171358311
exm24155	1	18149720
exm241562	2	171687639
exm241835	2	172309651
exm241896	2	172411250
exm241971	2	172648001
exm242054	2	172823408
exm242185	2	172966952
exm242525	2	173891855
exm242601	2	174086044
exm242647	2	174128561
exm242718	2	174229704
exm243063	2	175289319
exm243069	2	175292480
exm243260	2	175450286
exm243351	2	175676241
exm243461	2	176046091
exm243496	2	176829117
exm24350	1	18808056
exm243665	2	176965337
exm243718	2	176981692
exm244214	2	178415631
exm244240	2	178416285
exm244277	2	178416950
exm244422	2	178494194
exm244478	2	178592445
exm244520	2	178740596
exm244572	2	178937010
exm244616	2	178988323
exm244775	2	179300979
exm245217	2	179393389
exm245329	2	179396782
exm245343	2	179397091
exm245546	2	179403769
exm245571	2	179404498
exm245577	2	179404628
exm245825	2	179414020
exm245901	2	179417245
exm246002	2	179422458
exm246003	2	179422470
exm246059	2	179425114
exm246060	2	179425168
exm246068	2	179425453
exm246182	2	179428990
exm246199	2	179429387
exm246260	2	179431076
exm246372	2	179434186
exm246399	2	179434840
exm246540	2	179439018
exm246656	2	179442198
exm246666	2	179442784
exm246705	2	179444768
exm24697	1	19181336
exm247073	2	179460273
exm247081	2	179460425
exm247089	2	179462331
exm247162	2	179465706
exm247183	2	179466443
exm247230	2	179469744
exm24753	1	19200974
exm247538	2	179486345
exm247592	2	179496921
exm247712	2	179515483
exm247896	2	179544983
exm247916	2	179547548
exm247950	2	179550287
exm248002	2	179560685
exm248206	2	179580311
exm248269	2	179583286
exm248282	2	179583957
exm248319	2	179585257
exm248335	2	179586604
exm248353	2	179587130
exm248408	2	179590133
exm248431	2	179591945
exm248452	2	179593004
exm248524	2	179595389
exm248549	2	179596181
exm248624	2	179598574
exm248631	2	179599473
exm248637	2	179599667
exm24865	1	19212051
exm248731	2	179605380
exm248765	2	179606375
exm248852	2	179612005
exm248861	2	179612321
exm248884	2	179612887
exm248895	2	179613147
exm248915	2	179613541
exm248943	2	179614045
exm249031	2	179616215
exm249097	2	179622569
exm249174	2	179633486
exm249201	2	179634994
exm249222	2	179637861
exm24930	1	19401367
exm249350	2	179643610
exm249434	2	179648991
exm249668	2	179730604
exm249886	2	180810264
exm250233	2	182468670
exm250304	2	182756900
exm250441	2	182786783
exm250605	2	183594621
exm250846	2	183943860
exm250896	2	183995225
exm250932	2	184024269
exm250976	2	185800905
exm251024	2	185801937
exm251073	2	185803160
exm251192	2	186656179
exm251248	2	186670288
exm251325	2	186672527
exm251419	2	187368911
exm251564	2	187540444
exm251708	2	187693003
exm251713	2	187693249
exm251715	2	187693258
exm251723	2	187693393
exm251770	2	187703881
exm251826	2	188250275
exm251827	2	188250301
exm251888	2	189434833
exm251922	2	189599515
exm252141	2	189899700
exm252213	2	189916110
exm252252	2	189922092
exm252356	2	189975040
exm252443	2	190331237
exm252452	2	190333234
exm252462	2	190338959
exm252487	2	190428333
exm252669	2	190561003
exm25279	1	19478303
exm252870	2	190708697
exm25295	1	19480281
exm253032	2	191125911
exm253045	2	191159338
exm253109	2	191235939
exm253236	2	191399378
exm253732	2	192711244
exm253792	2	193059192
exm253809	2	196545025
exm253892	2	196605504
exm254100	2	196726589
exm254216	2	196753672
exm254222	2	196759737
exm254291	2	196801362
exm254320	2	196825359
exm254393	2	196866425
exm254405	2	196877535
exm254441	2	196912179
exm254786	2	197583233
exm255095	2	197873693
exm255407	2	198380863
exm255446	2	198480625
exm255465	2	198498573
exm255498	2	198570190
exm255584	2	198631281
exm255936	2	201342484
exm255952	2	201354935
exm256062	2	201436325
exm256102	2	201437550
exm256333	2	201524720
exm256521	2	201758012
exm256810	2	202074086
exm256934	2	202154531
exm257244	2	202410300
exm257281	2	202466507
exm257433	2	202550699
exm257551	2	202598100
exm257696	2	202712127
exm257939	2	203167758
exm258026	2	203420574
exm258123	2	203653587
exm25822	1	19585276
exm258231	2	203807615
exm258293	2	203846817
exm258304	2	203848252
exm258399	2	204009459
exm258422	2	204016252
exm258463	2	204058557
exm258575	2	204161510
exm258776	2	204354476
exm258917	2	205978220
exm259121	2	206590778
exm259209	2	206641003
exm259221	2	206641240
exm259240	2	206659657
exm259261	2	206869724
exm259277	2	206870063
exm259517	2	207041824
exm259533	2	207169548
exm259563	2	207170334
exm259610	2	207171885
exm259686	2	207174456
exm259761	2	207345957
exm259865	2	207460865
exm259896	2	207527815
exm259939	2	207564562
exm260073	2	207631446
exm260114	2	207636983
exm260119	2	207638973
exm260180	2	207825603
exm260413	2	208633156
exm260601	2	209007544
exm260784	2	209138368
exm260894	2	209190519
exm260951	2	209203253
exm261279	2	210558391
exm261339	2	210559902
exm261400	2	210569277
exm261469	2	210658485
exm261501	2	210685078
exm261631	2	210858894
exm261740	2	210940301
exm261899	2	211179729
exm261990	2	211421452
exm26216	1	19992380
exm262557	2	215593543
exm262588	2	215617178
exm262625	2	215645508
exm262930	2	215882771
exm262967	2	215891583
exm262983	2	215910574
exm263212	2	216240426
exm263532	2	216878008
exm263537	2	216904019
exm263558	2	216923619
exm263660	2	216981551
exm263833	2	217285104
exm263854	2	217293442
exm26406	1	20082247
exm264179	2	218686643
exm26430	1	20107218
exm264332	2	218745717
exm264694	2	219128096
exm264754	2	219131623
exm26500	1	20216965
exm265003	2	219221856
exm265068	2	219232470
exm265312	2	219294321
exm265456	2	219374744
exm265474	2	219414560
exm265621	2	219503348
exm265729	2	219508360
exm265730	2	219508372
exm265839	2	219521058
exm265936	2	219528762
exm266050	2	219544398
exm266277	2	219603546
exm266599	2	219694877
exm266636	2	219735876
exm266642	2	219736251
exm266707	2	219754843
exm266718	2	219755011
exm266808	2	219856873
exm266853	2	219869043
exm266998	2	219888753
exm267007	2	219888915
exm267294	2	220028192
exm267329	2	220034251
exm267401	2	220040972
exm267487	2	220047173
exm267627	2	220078564
exm267663	2	220079686
exm267768	2	220087527
exm267872	2	220097257
exm267928	2	220100201
exm268461	2	220250232
exm268533	2	220285266
exm268788	2	220342162
exm26880	1	20669084
exm268884	2	220349156
exm26911	1	20680293
exm269243	2	220404484
exm269462	2	220419289
exm2695	1	1262635
exm269578	2	220424091
exm269639	2	220430179
exm269714	2	220432951
exm269796	2	220439853
exm269895	2	220473139
exm270392	2	223158947
exm270479	2	223423367
exm270607	2	223559161
exm270628	2	223574560
exm270711	2	223799341
exm270759	2	224462331
exm270766	2	224462553
exm270852	2	224743432
exm27115	1	20971158
exm271211	2	225657713
exm271258	2	225670901
exm271278	2	225688297
exm271382	2	226273657
exm271537	2	227661003
exm271662	2	227771589
exm271766	2	227895261
exm271890	2	227954608
exm272348	2	228235655
exm272588	2	228758554
exm272630	2	228786115
exm272909	2	229890514
exm272923	2	229890734
exm273018	2	230450646
exm273050	2	230456585
exm273211	2	230723530
exm273287	2	230910614
exm273335	2	231033860
exm273488	2	231108447
exm274037	2	231865144
exm274258	2	232099950
exm274345	2	232209689
exm274508	2	232326326
exm274640	2	232457693
exm27476	1	21042050
exm274998	2	233243981
exm275410	2	233348851
exm27561	1	21052477
exm275643	2	233408302
exm275953	2	233709083
exm275964	2	233710483
exm276061	2	233748708
exm276122	2	233785078
exm276263	2	234066969
exm276445	2	234201945
exm276469	2	234227414
exm276838	2	234431831
exm276877	2	234449358
exm276906	2	234465572
exm277137	2	234591000
exm277418	2	234652155
exm27747	1	21267993
exm277663	2	234749783
exm277697	2	234750449
exm277735	2	234756072
exm277761	2	234763140
exm277825	2	234854540
exm278138	2	235951169
exm278144	2	235951250
exm278288	2	236877181
exm278549	2	237349715
exm278613	2	237489298
exm278759	2	238243464
exm278856	2	238250803
exm278993	2	238274346
exm279056	2	238277257
exm279313	2	238296306
exm279375	2	238303679
exm279471	2	238443207
exm279476	2	238449058
exm279575	2	238485990
exm279738	2	238671853
exm279872	2	238730417
exm280170	2	239016440
exm280219	2	239038829
exm280383	2	239053606
exm280511	2	239147554
exm280599	2	239161818
exm280641	2	239164547
exm280789	2	239237353
exm280790	2	239237368
exm281274	2	240944661
exm281541	2	240982389
exm281638	2	241069401
exm281641	2	241069437
exm282050	2	241468626
exm282062	2	241468772
exm282313	2	241534532
exm282423	2	241569447
exm282738	2	241679490
exm283249	2	241991813
exm283420	2	242035520
exm283424	2	242035544
exm283609	2	242065986
exm283626	2	242066276
exm284157	2	242176078
exm284260	2	242195719
exm284261	2	242195731
exm284267	2	242196098
exm284383	2	242371130
exm28452	1	22050466
exm284520	2	242429405
exm284528	2	242430501
exm284756	2	242572950
exm284853	2	242610773
exm285071	2	242716384
exm285085	2	242741222
exm285293	2	242794796
exm285528	3	404921
exm285553	3	419546
exm28556	1	22150627
exm285560	3	423934
exm285618	3	436384
exm285695	3	1320181
exm285717	3	1363344
exm285723	3	1363411
exm285911	3	2944569
exm285987	3	3084045
exm285996	3	3084747
exm286061	3	3139568
exm286103	3	3170831
exm286184	3	3195658
exm286294	3	3887508
exm286333	3	3888392
exm286367	3	4354826
exm286475	3	4459755
exm28651	1	22157724
exm286827	3	5024953
exm286855	3	5025363
exm286897	3	5229860
exm287268	3	8665254
exm287325	3	8675382
exm287428	3	8809258
exm287489	3	8983166
exm287699	3	9408637
exm287817	3	9489593
exm287844	3	9512284
exm287845	3	9512345
exm287875	3	9517217
exm287954	3	9719029
exm28796	1	22166460
exm288016	3	9746438
exm288240	3	9792643
exm288276	3	9796510
exm2883	1	1268701
exm288498	3	9862274
exm288558	3	9870991
exm288733	3	9920128
exm288868	3	9955661
exm288931	3	9959687
exm288940	3	9960273
exm288958	3	9965927
exm289083	3	9979713
exm289222	3	9990800
exm289238	3	9991101
exm289244	3	9991369
exm289245	3	9991388
exm289372	3	10084831
exm28959	1	22176684
exm289610	3	10146208
exm289709	3	10251288
exm289736	3	10261394
exm289748	3	10264480
exm289759	3	10276185
exm289848	3	10302329
exm289930	3	10328453
exm290254	3	10953786
exm290342	3	11060302
exm290457	3	11301768
exm290822	3	12421253
exm290853	3	12458386
exm290942	3	12560610
exm291265	3	12857978
exm291535	3	12977109
exm291739	3	13373846
exm292439	3	14180693
exm292442	3	14180744
exm292522	3	14199844
exm292550	3	14206341
exm292572	3	14214475
exm292703	3	14545077
exm2928	1	1269329
exm293074	3	14770001
exm293160	3	14861540
exm293248	3	14922265
exm293318	3	14967590
exm293438	3	15115296
exm293451	3	15115637
exm293456	3	15115677
exm293538	3	15137528
exm293657	3	15298424
exm293679	3	15300515
exm293846	3	15507925
exm293929	3	15609385
exm293977	3	15628040
exm293990	3	15637903
exm293997	3	15642601
exm294034	3	15677148
exm294087	3	15686693
exm29417	1	22213940
exm29429	1	22214101
exm294421	3	16364898
exm294540	3	16639023
exm294664	3	17202649
exm294677	3	17208352
exm294682	3	17226601
exm294713	3	17349483
exm294917	3	19559510
exm294938	3	19575217
exm295148	3	20156426
exm295236	3	20215845
exm295354	3	21706473
exm295400	3	23934710
exm295495	3	24006477
exm29555	1	22310711
exm295641	3	25639828
exm295710	3	25666268
exm29579	1	22313075
exm295826	3	25781131
exm295914	3	25835860
exm296172	3	27427425
exm296191	3	27439775
exm296259	3	27473156
exm296365	3	27763770
exm296454	3	28557092
exm296594	3	30713753
exm296618	3	30733044
exm297154	3	32612195
exm297160	3	32745369
exm297195	3	32769189
exm297210	3	32800976
exm297675	3	33195152
exm297704	3	33249326
exm297841	3	33467159
exm297862	3	33543196
exm29787	1	22816686
exm297896	3	33586302
exm298191	3	35770896
exm298347	3	36756884
exm298388	3	36779438
exm29842	1	22835642
exm298455	3	36872701
exm298504	3	36873494
exm298851	3	37048495
exm298920	3	37089098
exm298994	3	37125165
exm299130	3	37337681
exm29914	1	22852880
exm299168	3	37365173
exm299665	3	38037265
exm299690	3	38039654
exm299716	3	38043231
exm299745	3	38045770
exm300002	3	38087184
exm3001	1	1273654
exm300187	3	38149943
exm300365	3	38167168
exm300389	3	38170810
exm300659	3	38349064
exm300760	3	38390056
exm30130	1	22964120
exm301347	3	38753732
exm301358	3	38753903
exm301579	3	38888281
exm301590	3	38888494
exm301700	3	38936401
exm301780	3	38968310
exm301784	3	38986920
exm301792	3	38988312
exm301862	3	39121256
exm301917	3	39140972
exm301946	3	39144190
exm302124	3	39178453
exm302282	3	39225752
exm302420	3	39228311
exm302446	3	39228815
exm302491	3	39229307
exm302513	3	39229772
exm302652	3	39373902
exm302729	3	39433512
exm302803	3	39543574
exm302889	3	40231451
exm30302	1	23189565
exm303059	3	40468886
exm303196	3	40529671
exm303215	3	40553984
exm303449	3	41723244
exm303472	3	41756986
exm303489	3	41795901
exm303520	3	41860935
exm303544	3	41938364
exm303603	3	41973460
exm303774	3	42251498
exm304105	3	42678571
exm304304	3	42727348
exm304411	3	42734587
exm304523	3	42772038
exm304584	3	42794123
exm304646	3	42906509
exm304659	3	42906647
exm304677	3	42906925
exm304788	3	42955915
exm304839	3	43074371
exm305186	3	43647257
exm305212	3	43743774
exm305300	3	44286015
exm305344	3	44364661
exm305401	3	44449071
exm305418	3	44488439
exm30559	1	23418803
exm305703	3	44672596
exm305713	3	44683454
exm305736	3	44683983
exm306099	3	44856496
exm306127	3	44871505
exm306266	3	44943104
exm306450	3	45052775
exm306798	3	45637230
exm3069	1	1275797
exm306996	3	45804452
exm3070	1	1275804
exm307283	3	46006603
exm307366	3	46009205
exm307616	3	46399764
exm307629	3	46401174
exm307643	3	46414557
exm307654	3	46414696
exm307783	3	46480958
exm307842	3	46491431
exm307902	3	46501168
exm308044	3	46621330
exm308273	3	46727842
exm30846	1	23743751
exm30848	1	23743767
exm308539	3	46937272
exm308750	3	47036756
exm309051	3	47050775
exm309290	3	47163824
exm309373	3	47282313
exm309380	3	47284552
exm309422	3	47298999
exm309432	3	47307226
exm309729	3	47452339
exm309802	3	47453665
exm309955	3	47460969
exm310336	3	47888367
exm310533	3	47957493
exm310560	3	47957996
exm310578	3	47958574
exm310612	3	48040174
exm31087	1	23857249
exm310870	3	48420943
exm310878	3	48422235
exm31106	1	23885662
exm31115	1	23885773
exm311368	3	48506049
exm311375	3	48506389
exm311432	3	48508732
exm311437	3	48508774
exm311439	3	48508793
exm311712	3	48608574
exm311834	3	48615914
exm312224	3	48632580
exm312238	3	48637071
exm312278	3	48638807
exm312347	3	48658947
exm312482	3	48671025
exm312705	3	48691153
exm312817	3	48697654
exm313050	3	48728819
exm313154	3	48921530
exm313186	3	48956125
exm313216	3	48965175
exm31334	1	24083609
exm313581	3	49060200
exm314010	3	49154948
exm314031	3	49156473
exm314039	3	49158677
exm314172	3	49162469
exm314217	3	49166222
exm314289	3	49170064
exm314530	3	49313995
exm314865	3	49548008
exm314897	3	49568543
exm314962	3	49570175
exm315039	3	49680548
exm315103	3	49689628
exm315226	3	49692212
exm315559	3	49713866
exm315611	3	49720002
exm316035	3	49756376
exm316141	3	49760431
exm316332	3	49843505
exm316700	3	49934308
exm316759	3	49939993
exm316884	3	50005037
exm317622	3	50329885
exm317641	3	50330890
exm317719	3	50334162
exm317728	3	50334275
exm317947	3	50369495
exm318046	3	50381231
exm318077	3	50386159
exm31846	1	24409181
exm318649	3	51399303
exm318703	3	51423690
exm318988	3	51680316
exm319259	3	51864721
exm319423	3	51977385
exm319557	3	51990605
exm31956	1	24421950
exm319591	3	51992824
exm319695	3	52012000
exm31980	1	24432539
exm31995	1	24433697
exm319980	3	52233305
exm32001	1	24434519
exm320142	3	52256157
exm320152	3	52256315
exm32025	1	24447468
exm320275	3	52265497
exm320417	3	52324982
exm320436	3	52326361
exm320525	3	52365180
exm320549	3	52378540
exm320651	3	52387236
exm320685	3	52390692
exm320752	3	52397098
exm320916	3	52420180
exm320920	3	52420199
exm320970	3	52424975
exm320994	3	52426507
exm321107	3	52433600
exm321114	3	52433754
exm321173	3	52438507
exm321534	3	52510484
exm32177	1	24488093
exm321872	3	52542291
exm322026	3	52551020
exm322039	3	52551566
exm322095	3	52553540
exm32214	1	24658063
exm322167	3	52555933
exm322178	3	52556184
exm322358	3	52563199
exm32254	1	24664239
exm322578	3	52724973
exm322592	3	52726942
exm322606	3	52727504
exm322612	3	52727675
exm322716	3	52773455
exm322743	3	52780796
exm323206	3	52852488
exm323308	3	52859916
exm32337	1	24690764
exm323739	3	53262106
exm323778	3	53265467
exm324482	3	54596895
exm324612	3	54958901
exm324616	3	54958975
exm324711	3	55514843
exm324934	3	56651298
exm324966	3	56653479
exm325074	3	56675504
exm325097	3	56680925
exm325435	3	57283526
exm325545	3	57322251
exm325576	3	57344818
exm325585	3	57357084
exm325625	3	57401178
exm325660	3	57419482
exm325715	3	57454545
exm325761	3	57493410
exm326265	3	58111431
exm326282	3	58116478
exm326285	3	58116540
exm326527	3	58196522
exm326544	3	58242335
exm326640	3	58376908
exm326686	3	58395842
exm326703	3	58410621
exm326796	3	58503090
exm326801	3	58508273
exm326829	3	58514586
exm326915	3	58552329
exm327000	3	58739502
exm327051	3	58855127
exm327291	3	62248503
exm327361	3	62307648
exm327572	3	62860387
exm327661	3	63821005
exm327754	3	63981335
exm327849	3	64008187
exm327973	3	64524959
exm328149	3	64617162
exm328165	3	64619282
exm328239	3	64666977
exm32843	1	25573262
exm328445	3	65456075
exm328676	3	66434423
exm328825	3	66550756
exm328868	3	67054564
exm329191	3	69096568
exm329206	3	69097162
exm329225	3	69097647
exm329307	3	69151049
exm329359	3	69168249
exm329472	3	69230407
exm329478	3	69230514
exm329498	3	69230847
exm329522	3	69242891
exm329552	3	69247859
exm329647	3	69990446
exm329679	3	70014230
exm329753	3	71027110
exm330096	3	73111624
exm330139	3	73114209
exm330216	3	73433431
exm330282	3	73439024
exm330886	3	77530342
exm330960	3	77637967
exm331038	3	78649293
exm331086	3	78676530
exm331335	3	85851270
exm331429	3	87039792
exm331510	3	88039942
exm331544	3	88040770
exm331684	3	89390143
exm3317	1	1334475
exm331750	3	89498430
exm33178	1	25944454
exm331940	3	93768268
exm331993	3	93803041
exm3320	1	1334519
exm332008	3	93813882
exm332042	3	96706208
exm332145	3	97467457
exm332358	3	97686251
exm332425	3	97806305
exm33256	1	26109077
exm332762	3	97983839
exm332834	3	98072756
exm332865	3	98073241
exm332912	3	98109990
exm333044	3	98235898
exm333054	3	98237741
exm333106	3	98251487
exm3332	1	1337539
exm333300	3	98541076
exm333555	3	99569880
exm333594	3	99881173
exm333632	3	99998531
exm333709	3	100039665
exm333739	3	100058733
exm333768	3	100073616
exm333842	3	100170600
exm333967	3	100362431
exm334078	3	100467232
exm334109	3	100494075
exm334197	3	100604389
exm334241	3	100948354
exm334381	3	101047352
exm334497	3	101283792
exm334510	3	101284117
exm334511	3	101284119
exm334643	3	101390043
exm334779	3	101476937
exm334840	3	101520258
exm334855	3	101520777
exm334889	3	101540697
exm334901	3	101570944
exm334907	3	101571742
exm334983	3	102157365
exm335062	3	102196412
exm335161	3	105378061
exm335222	3	105422945
exm335296	3	107096868
exm335300	3	107096948
exm335312	3	107097236
exm335349	3	107466833
exm335388	3	107492259
exm335623	3	108110618
exm335799	3	108183585
exm335933	3	108279519
exm335991	3	108301852
exm336231	3	108626945
exm33626	1	26349354
exm336292	3	108698431
exm336310	3	108719436
exm336348	3	108754238
exm336380	3	108780836
exm33648	1	26349886
exm336602	3	111286375
exm336674	3	111319674
exm336686	3	111342667
exm336767	3	111603355
exm336822	3	111632292
exm336831	3	111632416
exm336887	3	111671473
exm336980	3	111710480
exm337001	3	111760812
exm337097	3	111797617
exm337108	3	111799845
exm337159	3	111831909
exm337184	3	111842508
exm337252	3	111888137
exm337313	3	111950254
exm337515	3	112282288
exm337626	3	112357133
exm337666	3	112357734
exm337710	3	112358517
exm337784	3	112647859
exm337836	3	112710048
exm338081	3	112993456
exm338155	3	113002309
exm338251	3	113052314
exm338410	3	113172420
exm338459	3	113187675
exm338768	3	113376159
exm338913	3	113388970
exm339087	3	113664322
exm339172	3	113697743
exm339192	3	113721317
exm339254	3	113755488
exm339367	3	113858379
exm33951	1	26507327
exm339543	3	114069761
exm339738	3	118865615
exm339796	3	118867047
exm339797	3	118867055
exm339809	3	118906638
exm339882	3	118945796
exm340226	3	119255998
exm340247	3	119263570
exm340341	3	119328316
exm340378	3	119347549
exm340390	3	119348275
exm340483	3	119426311
exm340517	3	119445092
exm340537	3	119451232
exm340591	3	119469789
exm340611	3	119526120
exm340694	3	119536030
exm340719	3	119585455
exm340766	3	119886266
exm340791	3	119886776
exm340996	3	120352054
exm341042	3	120389316
exm341216	3	120976051
exm341298	3	121151812
exm341322	3	121168194
exm341490	3	121208833
exm341862	3	121353110
exm342146	3	121416623
exm342176	3	121417736
exm342305	3	121526218
exm34236	1	26581883
exm342519	3	121712540
exm342726	3	122003832
exm342901	3	122247286
exm343057	3	122288593
exm343069	3	122289369
exm343071	3	122289420
exm343359	3	122459615
exm343372	3	122474121
exm343559	3	122641088
exm343630	3	122667454
exm343741	3	122873827
exm34376	1	26608896
exm34405	1	26610881
exm344293	3	123452711
exm344372	3	123512620
exm344404	3	123634400
exm344463	3	123675239
exm344966	3	124431954
exm345168	3	124578125
exm345174	3	124578212
exm345223	3	124632448
exm34524	1	26650711
exm345346	3	124731689
exm345412	3	124738285
exm345445	3	124746241
exm345486	3	124810295
exm34552	1	26655304
exm345522	3	124826536
exm34554	1	26655319
exm345662	3	124930167
exm346011	3	125725272
exm346040	3	125734340
exm346168	3	125831633
exm346170	3	125833399
exm34630	1	26669273
exm346482	3	126137560
exm346635	3	126180556
exm346966	3	126423192
